name,raw_description
Container Locks Ad003,"To this entry used a view of joining two locks such that one depends upon the other to be released. The top latch is secured by hand or by machine using a hexagonal slot in the lower shaft and to lock the bottom contaainer the process is through a propeller that rotates together with the own weight of the upper cantainer. a spring is responsible for unlocking the system.
The main advantage of being united the locks is that in case of tipping or tilting it will not drop."
Boat Propeller,"I put this together in SolidWorks, took a few hours to figure it out.  Not completely happy with it, but it'll do for now.

The shaft size is 2mm (1.95mm hole size)

I'll see if I can 3D print it here in the somewhat near future.  Maybe it'll work.."
10x4.7 Propeller with Leading Edge Tubercles,"Relevant journal article ""Numerical Investigation of the Effect of Leading-Edge Tubercles on Propeller Performance"" Read More: https://arc.aiaa.org/doi/10.2514/1.C034845

An aviation propeller with leading edge tubercles.

Research paper abstract and results: https://3dimensionaldesigningandmanufacturing.blogspot.com/2016/12/numerical-analysis-of-tubercle-effect.html AND https://3dimensionaldesigningandmanufacturing.blogspot.com/2017/08/propeler-with-leading-edge-tubercles.html

Diameter: 255 mm
Produces ~10% more thrust and is 8% lighter than a legacy propeller.
Overall efficiency gain 10%

This means direct fuel saving and greener flights. 

For same size it can lift more weight or the propeller can be designed smaller in diameter compared to legacy propeller for same thrust.

Profile from: https://grabcad.com/library/10x4-dot-7-propeller (mine has different aero foil)"
"RcTimer Propeller 13"" - 1340 - Carbon","Propeller RcTimer Carbon in 13 Inch. 
"
Ryobi 31ccm ,"This is converted weedeater engine to RC engine. file includes  engine with fuel tank and engine mount for RC hang glider, giroplane etc...
Displacement 31ccm , Suggested propeller 18x8"
Wind Turbine Blade with Leading Edge Tubercles (3D Printable),"Relevant journal article ""Numerical Investigation of the Effect of Leading-Edge Tubercles on Propeller Performance"" Read More: https://arc.aiaa.org/doi/10.2514/1.C034845

Relevant publication: http://www.iaeng.org/publication/WCE2018/WCE2018_pp586-595.pdf

No CFD on this yet, but I have a feeling it will be 8%-10% more efficient than the one without tubercles. This is just a tiny table top model. 

If you decide to print this and someone gets injured or worse, I will not be responsible."
Helical Blade with Leading Edge Tubercles for VAWT in HAWT mode (3D Printable),"Relevant journal article ""Numerical Investigation of the Effect of Leading-Edge Tubercles on Propeller Performance"" Read More: https://arc.aiaa.org/doi/10.2514/1.C034845

Relevant publication: http://www.iaeng.org/publication/WCE2018/WCE2018_pp586-595.pdf

For https://grabcad.com/library/vawt-in-hawt-mode-3d-printable-1.

It is meant to be 20 % more efficient than the legacy one.

I did not test this particular blade against a legacy one but the rectangular wing results were very promising.

Please do not produce (print) for commercial use. Just for educational use only. This is an untested design; in case of any injury (including life taking one's) I will not be responsible."
DJI F450 Quadcopter Drone ,"This is a drone that I've modeled during my studies at the university in order to learn about RPAS. 

I have modeled each part except the battery and GoPro camera.

I hope you like it."
Propeller drawn in FreeCad,FreeCad Propeller
ASD Propeller,ASD Propeller for MT-Ghauri
MERLIN PART 3,"The Reduction Gear Assembly. Interesting to note, that the bolts holding the Gear to the Propeller Shaft are tapered 1 in 48 on the diameter and are reamed in line on Assembly to prevent Radial movement between the Shaft and Gear.
Solidworks files have true gear profiles and are fully mated.
STEP FILE ADDED"
Voith-Schneider Full Size Kinematics,"This is a scaled down version of the full size Voith-Schneider propeller kinematics to complement the simplified version made for model boats: https://grabcad.com/library/voith-schneider-propeller-1 
Dimensions are similar, but the challenge is to manufacture this version due to the tiny dimensions. If possible, it is a very cool mechanism. "
Wooky Design PARAMOTOR - WD002,"Our first project of paramotor, the FIRST IN THE WORLD with a AIRBAG system inflatebled from the airflow  propeller, able to increase the safety and the confort of the pilot.
As a result of that: three flight tests published in leading Italian magazines, participations in two international flight meetings, growing interest of the foreign press for the object of our study which is an innovative paraglider engine whose concepts have inspired both this field and competitors."
Merlin Part 2,"The Propeller shaft.
Output shaft from the engine"
Voith-Schneider Propeller,"This is a tiny version of the real thing; designed for model boats by VOITH SCHIFFSTECHNIK GmbH. The Voith-Schneider prop, or VSP, is an alternative to traditional screw propellers and rudders. The unit provides variable thrust in ANY direction, enabling boats to go sideways and spin around their own axis. Used on tug boats and ferries and other vessels that require extreme manoeuvrability."
5040 Propeller,"A 5040 propeller modeled after a Gemfan 5040 prop. I have been able to print this on a makerbot replicator 2 in ABS and successfully fly my 250 quadcopter with it, though extensive sanding and balancing is required for good results. "
12x4 Propeller mould for F3P pattern,This mould is constructed to make very light weight 12x4 F3P carbon propellers.
9x4 Propeller mould for Shockflyer,The mould is constructed to make light carbon Propellers for shockflyers. You can find also a .dxf file wich is a template for the dowels.
Automotive Water Pump,"The design does not exactly resemble the pump used in automobiles these days.

This is probably the simplest possible design. Proper manufacturing allowance are considered in the design.

Designed in - Solidworks 2015
Rendering- Keshot 5
Post- Photoshop CS6"
Propeller,Modeled with Solid Edge
Rigid Dynamics C-130J Super Hercules propeller ,"Rigid Dynamics C-130J Super Hercules propeller 

youtube - https://youtu.be/F5lzVkT6w8s

http://dowty.com/products/military-aircraft/

https://grabcad.com/library/c-130j-super-hercules-propeller-1

YouTube - https://www.youtube.com/channel/UCzFRwBLs5z_HmyOp_jiPKNg"
PROPELLER,"This propeller was modeled for this project:
https://grabcad.com/library/radial-engine-mechanism-and-motion-1."
radial engine mechanism and motion,"last_update:
- dwg assemblies
- dwg parts
- updated step
- updated parasolid

a propeller for this model is available here:
https://grabcad.com/library/propeller-119
modeled by https://grabcad.com/davide.lambertini-1

update:
- wildfire/creo complete model (except propeller, coming soon)
- step
- parasolid
- dwg main assembly
- some pdf

-----------------------------------------------
this is a 5 cilynder radial engine.
it's a work in progres, not completed yet.

The final goal is provide a FULLY DETAILED model on which those who are learnig CREO parametric can exercise.

Fully means drawings, formats, start part, libraries (screw, whasher, gear family tables ando so on), motion constrains.

This model fits the goals: it deals with surfaces (propeller), advanced assembly costrains, advanced part modeling (gears are parametric and can turn into helicals one changing a parameter).

It will take a while, it's an hobby, so be patient.

Last, but not least, i have to credit grabcad member Fabrizio Guarisco, https://grabcad.com/library/radial-motor-5-cylinders : the original model comes from his page. (follow this link to download step file)

If downloaded, please click LIKE.

That's all folks!"
Propeller,This is a basic propellor design that can be 3D printed or used as a basis to design other propellors in CAD
Tiger Motor 15x5 Carbon Fiber Propeller,Visual model with mostly accurate geometry for multirotors.
Tiger Motor 16x5.4 Carbon Fiber Propeller,Visual model with mostly accurate geometry.
Tiger Motor 18x6.1 Carbon Fiber Propeller,Visual model with mostly-accurate geometry.
Tiger Motor 26x8.5 Carbon Fiber Propeller,"Visual model of tiger motor's 28x6.5"" carbon fiber propeller. Geometry is procedurally generated and somewhat accurate."
Professional Quadcopter UAV,"I designed this professional level quadcopter UAV for Power Grid inspection work, it is a highly capable aircraft able to fly for 50 minutes in wind, with full payload and reserve.

All CAD design by Tim Lucas."
Batmobile 1989,"- This is a 3D model of the iconic 1989's Batmobile which was designed by Anton Furst for Batman and Batman Returns.

- The car was modelled in SolidWorks and rendered in KeyShot."
Emax MT2204 - 2300KV DC Motor (brushless) for FPV Quadcopter,"This is a reverse engineered brushless motor is designed to be used with small 250 - 300 Quadcopters or multicopters. 

The model includes aluminium housing, bearings, propeller nuts, copper coils, Stator and clips. Just incase your interested, i left the wiring out along with the M3 screws and Allen Key.  Just shout if you'd like me to upload these aswell!

KV: 2300
Thrust: 440g (3s, 6*3 prop), 675g (4s, 6*45 prop)
Framework: 12N14P
Length: 32.2mm
Weight: 25g
Shaft: 3mm
Diameter: 27.9mm

Mount holes: 19/16mm

"
HORUS - Indoors flying all-around propeller guard ,"This is a simple indoors propeller guard that keeps the propellers from hitting and damaging other objects. 
It features a shock-proof design and an easy mount set-up.
Please note dimensions on the propeller to be used were not specified, so assumptions were made."
UAv (Drone) Plane,"…to make or not to make that is the question…

The triumph of 3D printing technology
Really do the impossible! Fantastic!
Many ideas (Drones and components to make by 3D print)
is not implemented in this Challenge for various reasons:
There was not enough time for the best modeling (sea and space drones).
Some ideas may be in need of protection by a patent, may be...
Military applications - I wanted to avoid.
These are my projects can not be implemented ""as is"".
It is only the symbols of fantastic features 3D printing technology.
Improvisation at the weekend…
Now it's more questions than answers.

Wing (right and left) - each one block for print with the aileron and hinges.
Two spars and integrated with fuel tanks, can be a channel for tank pressurization gas (fuel supply), or drainage.
Alternate wings for aircraft with an electric motor instead of tanks has solar panels on the top surface.
The front edge has metal film for heating by electric current for anti de-icing.
The fuselage of two separate blocks for print
The command module (in the housing), the chassis and the cargo container.
And the back part have keel and rudder and tail wheel swivel.
Just as an example, the beam passing through the tail integrated conductor rails.
The main landing gear with wheels included in the front unit of the fuselage.
Main wheels with a tires not pneumatic .
For the small size of the wheels is not important.
However, the printer allows you to print a wheel diameter 800-900 mm
and it can be very interesting.
The stabilizer fully rotated by honeycomb structure (hinge traditional).
Variable pitch propeller manually rearranged on the ground.
Bevel gears on ends of blades for rotate all and the central part of the
propeller spinner for fixing blades.
Resonance exhaust system of complex surfaces based on splines is optimized for operation of the motor (2-stroke).
The theme of the aircraft include the pitot airspeed sensor.
"
